37.65692, -111.21220, 
37.65697, -111.21258, 
37.65704, -111.21285, 
37.65711, -111.21319, 
37.65715, -111.21346, 
37.65721, -111.21358, 
37.65734, -111.21358, 
37.65743, -111.21347, 
37.65750, -111.21334, 
37.65764, -111.21318, 
37.65778, -111.21304, 
37.65791, -111.21306, 
37.65797, -111.21326, 
37.65795, -111.21354, 
37.65792, -111.21382, 
37.65790, -111.21414, 
37.65789, -111.21429, 
