39.66976, -121.99435, 
39.66972, -121.99411, 
39.66972, -121.99381, 
39.66967, -121.99351, 
39.66967, -121.99321, 
39.66968, -121.99298, 
39.66968, -121.99274, 
39.66977, -121.99250, 
39.66982, -121.99227, 
39.66982, -121.99215, 
39.66997, -121.99120, 
39.67003, -121.99030, 
39.67003, -121.99000, 
39.67003, -121.98976, 
39.66998, -121.98946, 
39.66998, -121.98922, 
39.66993, -121.98898, 
39.66988, -121.98874, 
39.66988, -121.98850, 
39.66984, -121.98826, 
39.66984, -121.98796, 
39.66984, -121.98772, 
39.66984, -121.98748, 
39.66988, -121.98724, 
39.67002, -121.98700, 
39.67016, -121.98671, 
39.67036, -121.98653, 
39.67051, -121.98630, 
39.67066, -121.98613, 
39.67081, -121.98589, 
39.67095, -121.98566, 
39.67105, -121.98542, 
39.67115, -121.98524, 
39.67130, -121.98495, 
39.67144, -121.98477, 
39.67159, -121.98459, 
39.67173, -121.98429, 
39.67183, -121.98412, 
39.67198, -121.98388, 
39.67217, -121.98370, 
39.67231, -121.98352, 
39.67246, -121.98335, 
39.67261, -121.98323, 
39.67280, -121.98305, 
39.67300, -121.98287, 
39.67319, -121.98276, 
39.67402, -121.98204, 
39.67421, -121.98175, 
39.67436, -121.98157, 
39.67456, -121.98133, 
39.67476, -121.98109, 
39.67491, -121.98079, 
39.67506, -121.98043, 
39.67516, -121.98024, 
39.67526, -121.98000, 
39.67536, -121.97970, 
39.67551, -121.97934, 
39.67551, -121.97904, 
39.67556, -121.97879, 
39.67561, -121.97855, 
39.67561, -121.97825, 
39.67566, -121.97794, 
39.67566, -121.97764, 
39.67566, -121.97728, 
39.67567, -121.97697, 
39.67567, -121.97667, 
39.67562, -121.97637, 
39.67557, -121.97600, 
39.67557, -121.97558, 
39.67557, -121.97521, 
39.67552, -121.97485, 
39.67553, -121.97448, 
39.67553, -121.97430, 
39.67548, -121.97400, 
39.67549, -121.97363, 
39.67549, -121.97333, 
39.67549, -121.97303, 
39.67549, -121.97272, 
39.67549, -121.97248, 
39.67558, -121.97224, 
39.67568, -121.97200, 
39.67573, -121.97169, 
39.67573, -121.97139, 
39.67568, -121.97133, 
39.67549, -121.97042, 
39.67544, -121.97024, 
39.67534, -121.96994, 
39.67525, -121.96970, 
39.67510, -121.96946, 
39.67495, -121.96928, 
39.67481, -121.96910, 
39.67466, -121.96886, 
39.67451, -121.96862, 
39.67446, -121.96844, 
39.67431, -121.96814, 
39.67417, -121.96778, 
39.67407, -121.96749, 
39.67402, -121.96724, 
39.67403, -121.96694, 
39.67393, -121.96670, 
39.67384, -121.96646, 
39.67379, -121.96628, 
39.67369, -121.96604, 
39.67364, -121.96574, 
39.67365, -121.96538, 
39.67370, -121.96513, 
39.67370, -121.96489, 
39.67370, -121.96465, 
39.67370, -121.96435, 
39.67370, -121.96417, 
39.67370, -121.96387, 
39.67375, -121.96357, 
39.67384, -121.96326, 
39.67389, -121.96308, 
39.67404, -121.96277, 
39.67419, -121.96246, 
39.67439, -121.96234, 
39.67458, -121.96227, 
39.67477, -121.96214, 
39.67497, -121.96202, 
39.67517, -121.96189, 
39.67536, -121.96176, 
39.67556, -121.96163, 
39.67576, -121.96156, 
39.67591, -121.96150, 
39.67665, -121.96159, 
39.67680, -121.96164, 
39.67705, -121.96169, 
39.67720, -121.96175, 
39.67744, -121.96187, 
39.67768, -121.96198, 
39.67788, -121.96204, 
39.67808, -121.96215, 
39.67828, -121.96221, 
39.67848, -121.96226, 
39.67873, -121.96225, 
39.67888, -121.96231, 
39.67903, -121.96242, 
39.67929, -121.96248, 
39.67954, -121.96253, 
39.67974, -121.96258, 
39.67999, -121.96263, 
39.68025, -121.96268, 
39.68050, -121.96280, 
39.68070, -121.96298, 
39.68085, -121.96316, 
39.68095, -121.96322, 
39.68130, -121.96327, 
39.68156, -121.96332, 
39.68181, -121.96337, 
39.68202, -121.96336, 
39.68222, -121.96336, 
39.68248, -121.96335, 
39.68253, -121.96335, 
